f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.796724161229577
maxStopTime ,1.5016234948286813
maxDDIntervalTime ,1.4593266081863592
maxDDTime,1.0197374234509053
averageSpeed,0.8794902388474537
totalDDIntervalTime ,0.845045483902676
thinkingTime,0.725789413007899
maxSpeed,0.675130805475772
answeringTime,0.6332745954221791
yUTurnCount,0.4046328826014491
xUTurnCount,0.05922489304704916
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.7524833143352712
maxStopTime ,1.6272661469176466
maxDDIntervalTime ,1.3719770245650063
maxDDTime,0.9518764814963229
averageSpeed,0.9340458946363447
totalDDIntervalTime ,0.8657903445160731
thinkingTime,0.7693219053905499
maxSpeed,0.6666345526604682
answeringTime,0.6316750902768226
yUTurnCount,0.37051835310003
xUTurnCount,0.058410892105465594
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.771991189018808
maxDDIntervalTime ,1.5152203726012012
maxStopTime ,1.474999197805139
maxDDTime,1.0253826868485554
totalDDIntervalTime ,0.8805430026397467
averageSpeed,0.8598357314682711
thinkingTime,0.7679404089467924
maxSpeed,0.6556378015379813
answeringTime,0.6172302806882655
yUTurnCount,0.3763266965299409
xUTurnCount,0.054892631915298855
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.6836723519870105
maxStopTime ,1.5522793309638219
maxDDIntervalTime ,1.4731768220083372
maxDDTime,0.9831001796907877
averageSpeed,0.9081001675357308
totalDDIntervalTime ,0.8977244597352996
thinkingTime,0.7326294281971228
maxSpeed,0.6824584404936707
answeringTime,0.6566070959275693
yUTurnCount,0.3757283141373351
xUTurnCount,0.05452340932331515
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.721959492869493
maxStopTime ,1.61066365540774
maxDDIntervalTime ,1.4052739266644179
maxDDTime,1.042061019459166
totalDDIntervalTime ,0.8925026419283041
averageSpeed,0.8825738912130461
thinkingTime,0.7108677012574136
maxSpeed,0.6628932280323071
answeringTime,0.6385350631885368
yUTurnCount,0.37579200586952843
xUTurnCount,0.05687737411004679
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.6928206221800066
maxStopTime ,1.6372165834782497
maxDDIntervalTime ,1.4350797853676025
maxDDTime,0.9867510251806634
averageSpeed,0.8728215218192927
totalDDIntervalTime ,0.8715658045746048
thinkingTime,0.7421442719503372
maxSpeed,0.7089458419704273
answeringTime,0.6468675139057927
yUTurnCount,0.3528943241746185
xUTurnCount,0.05289270539840457
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.7453969667421894
maxDDIntervalTime ,1.556497934024569
maxStopTime ,1.4287334418933701
maxDDTime,0.9850598758531534
averageSpeed,0.9312107088275539
totalDDIntervalTime ,0.8667446495835589
thinkingTime,0.7701843530666828
answeringTime,0.6428503420907516
maxSpeed,0.6417216599598019
yUTurnCount,0.3756617625066351
xUTurnCount,0.05593830545173346
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.8816295933617762
maxStopTime ,1.5377017911814232
maxDDIntervalTime ,1.4295952497037203
maxDDTime,1.0226661907569508
averageSpeed,0.9264969390496015
totalDDIntervalTime ,0.8260422708439755
thinkingTime,0.7143626797863166
maxSpeed,0.6727080677899806
answeringTime,0.5639751676993443
yUTurnCount,0.36542960695633736
xUTurnCount,0.05939244287057362
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.7179654257903387
maxStopTime ,1.543009040720554
maxDDIntervalTime ,1.5197375726863898
maxDDTime,1.054175293858608
averageSpeed,0.9330305023070823
thinkingTime,0.7987881519154725
totalDDIntervalTime ,0.7439078161553562
maxSpeed,0.653570615168366
answeringTime,0.6056082614538688
yUTurnCount,0.3781560779964947
xUTurnCount,0.05205124194746992
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
distance,1.8300434242146135
maxDDIntervalTime ,1.5207939919581153
maxStopTime ,1.4723629765323918
maxDDTime,1.0669624717903188
averageSpeed,0.9105425835283897
thinkingTime,0.7678247418454645
totalDDIntervalTime ,0.7340934533720274
answeringTime,0.6442327667393639
maxSpeed,0.6255194225530649
yUTurnCount,0.3702527595954184
xUTurnCount,0.05737140787083126
time,0.0
f,e,a,t,u,r,e
i,m,p,o,r,t,a,n,c,e
time,1.8956521429878552
answeringTime,1.7255890629303074
totalDDIntervalTime ,1.5944751292700152
maxDDIntervalTime ,0.6991206612309954
distance,0.6270137459592355
averageSpeed,0.5756427774296216
maxStopTime ,0.5694758431442705
thinkingTime,0.5186558934461164
maxDDTime,0.5061930009540065
maxSpeed,0.49038076632224975
yUTurnCount,0.4641737045160347
xUTurnCount,0.3336272718092921
